Page ID	Name	Creation Date	Type	Louvain Community	Final In Degree	EC Estimate	Fraction of total pageviews (July 2015)	Number of Edits	Unique Editors	Number of Talk Page Edits	Unique Talk Page Editors	Page Size
1562	The_benefits_of_not_requiring_account_creation_on_Wikipedia	2008-04-11 20:38:09 UTC	Essay	2	0	9.450946039698574e-05	1.348975677801989e-05	22	8	2	2	1104
1563	The_benefits_of_requiring_account_creation_on_Wikipedia	2008-04-11 20:30:05 UTC	Essay	2	0	0.00010841085192627781	1.1990894913795458e-05	27	16	7	7	1505
1564	The_community	2013-05-18 16:01:37 UTC	Essay	3	0	0.0004485448993444244	5.662367042625633e-06	8	2	0	0	1233
1565	The_deadline_is_now	2012-09-02 23:52:51 UTC	Essay	1	0	0.0001378137951608956	0.00013589680902301518	50	13	15	15	2187
1566	The_difference_between_policies,_guidelines_and_essays	2007-07-26 23:12:14 UTC	Essay	2	0	0.0004987499248674792	0.00022466273942652878	63	25	29	29	248
1567	The_duck_test	2011-01-10 00:00:42 UTC	Essay	3	0	0.0005042504754725948	0.00039086986614830473	95	66	45	45	600
1568	The_end_of_Wikipedia	2009-07-16 02:36:21 UTC	Humor	4	0	8.47084793187798e-05	4.19681321982841e-05	28	17	15	15	382
1569	The_first_rule_of_Wikipedia	2007-11-25 05:56:25 UTC	Essay	2	0	8.610861947280923e-05	0.00010475379028857421	52	20	11	11	351
1570	The_grey_zone	2008-02-13 19:57:23 UTC	Essay	2	0	0.0002297229952718267	0.00011074923774547194	67	18	22	22	739
1571	The_logic_behind_Wikipedia_policy	2011-08-30 18:52:01 UTC	Essay	1	0	0.0005548555410396581	9.992412428162882e-06	7	3	0	0	1585
1572	The_motivation_of_a_vandal	2006-06-11 21:05:20 UTC	Essay	2	0	0.0002898290118840896	0.00018219498660683654	449	253	113	113	4748
1573	The_need_for_coordination	2012-04-04 03:46:29 UTC	Proposal	3	0	8.930893982487647e-05	7.66084952825821e-06	29	4	123	123	1613
1574	The_newcomer's_manual	2009-08-30 01:30:48 UTC	Basic	2	0	8.340834917575249e-05	7.327769113986113e-06	16	8	5	5	4197
1575	The_overuse_of_anonymity_at_Wikipedia_and_a_proposal	2006-07-27 22:37:36 UTC	Essay	3	0	9.730974070504458e-05	7.327769113986113e-06	17	12	21	21	6105
1576	The_perfect_article	2001-09-18 23:38:01 UTC	Essay	5	0	0.0006082608869147801	0.0007672507342757732	323	191	140	140	4090
1577	The_role_of_policies_in_collaborative_anarchy	2007-04-12 16:43:43 UTC	Essay	2	0	0.000309931024095512	0.00012740325845907673	41	17	12	12	2986
1578	The_rules_are_principles	2007-09-21 01:44:15 UTC	Essay	2	0	0.0009204921412633405	0.0012154104316788785	45	11	13	13	2716
1579	The_supreme,_inviolate,_pure_virtue_of_humans	2009-05-11 21:19:52 UTC	Essay	-1	0	8.310831914274618e-05	4.330045385537249e-06	4	3	3	3	11
1580	The_value_of_essays	2009-10-25 20:52:32 UTC	Essay	2	0	0.00019211923113503663	0.000252974574639657	44	21	10	10	1487
1581	The_world_will_not_end_tomorrow	2006-03-12 04:26:18 UTC	Essay	1	0	0.00035423545896944285	0.00028528337482405027	81	62	19	19	1284
1582	There_are_no_cops_on_Wikipedia	2013-08-31 04:28:47 UTC	Essay	3	0	0.0001367136850398725	4.829666006945393e-06	8	3	0	0	749
1583	There_is_a_deadline	2011-09-22 13:22:06 UTC	Essay	1	0	0.0002756275903217912	0.00015038580704385138	196	47	29	29	52
1584	There_is_no_community	2006-06-15 09:58:01 UTC	Essay	2	0	8.170817898871678e-05	7.827389735394258e-06	16	9	7	7	1372
1585	There_is_no_credential_policy	2008-01-05 01:54:50 UTC	Essay	8	0	0.00026962698966166514	2.1816767134822292e-05	45	23	55	55	1950
1586	There_is_no_deadline	2006-08-23 23:18:13 UTC	Essay	1	0	0.0018388840722956368	0.0002826187315098735	158	94	10	10	1025
1587	There_is_no_justice	2011-12-28 23:18:42 UTC	Essay	2	0	9.440945038598363e-05	2.131714651341415e-05	21	12	12	12	2139
1588	These_are_not_original_research	2006-09-03 20:58:37 UTC	Essay	1	0	0.0007121712883459635	7.477655300408556e-05	187	57	200	200	4984
1589	Things_you'll_just_have_to_learn_to_accept_about_Wikipedia	2008-12-19 16:22:36 UTC	Essay	1	0	8.610861947280923e-05	4.1635051784012005e-06	15	4	7	7	263
1590	Thinking_outside_the_infobox	2008-12-16 11:43:05 UTC	Essay	7	0	0.0005039504454395885	3.697192598420266e-05	19	10	2	2	1365
1591	Third-party_sources	2009-04-05 20:42:23 UTC	Essay	1	0	0.002139314145345949	0.0004897947491871173	149	53	78	78	72
1592	This_is_not_an_edit_war	2008-02-03 05:12:37 UTC	Essay	2	0	8.440844928577351e-05	5.662367042625633e-06	14	5	6	6	3032
1593	Threats_of_violence	2008-03-11 02:23:07 UTC	Essay	3	0	0.00022472249472172163	2.7146053763175827e-05	246	64	714	714	868
1594	Three_strikes_you're_out_policy	2004-04-09 02:36:29 UTC	Proposal	3	0	8.610861947280923e-05	2.6646433141767686e-06	192	69	43	43	1269
1595	Throwing_in_the_towel	2007-01-18 23:17:13 UTC	Essay	2	0	8.3908399230763e-05	4.1635051784012005e-05	9	7	2	2	1581
1596	Time_management	2007-09-11 05:14:20 UTC	Essay	6	0	8.680868954982394e-05	2.281600837763858e-05	31	8	4	4	85
1597	Timeline	2002-09-06 21:43:24 UTC	Other	5	0	0.00027282731001373236	0.0006776521028365795	146	65	9	9	391
1598	Timeline_standards	2002-01-27 12:51:18 UTC	Other	5	0	0.0014177419159657882	2.8977996041672356e-05	94	53	174	174	208
1599	Timeline_syntax	2006-08-05 00:00:13 UTC	Other	5	0	0.0008405841424726615	8.160470149666353e-06	9	6	0	0	295
1600	Tip_of_the_day	2006-02-21 10:19:03 UTC	Other	5	0	0.00017821783960574454	0.002031457446645514	486	71	2476	2476	2634
1601	Tips	2006-03-17 13:42:43 UTC	Basic	5	0	0.00039063910297420775	0.004294738861624407	547	61	10	10	541
1602	Tired	2011-11-08 22:49:44 UTC	Essay	3	0	0.00022152217436965441	2.3315628999046722e-05	29	4	1	1	429
1603	To_scale_charts	2012-08-24 00:37:13 UTC	Essay	5	0	0.00013401341474281577	0.0006388482345738802	6	4	0	0	2119
1604	Toby	2005-08-22 21:07:43 UTC	Proposal	5	0	9.470948041898994e-05	6.828148492577969e-06	31	18	205	205	1266
1605	Today's_featured_article_oddities	2013-01-24 01:22:53 UTC	Other	5	0	0.00015621563718528223	0.00017453413707857834	79	23	12	12	3637
1606	Too_long,_didn't_read	2007-09-18 04:11:25 UTC	Essay	2	0	0.0007227723495121861	2.8311835213128164e-06	1	1	0	0	45
1607	Too_many_boxes	2007-11-05 10:12:11 UTC	Essay	7	0	0.0002078208028623665	1.3323216570883842e-05	50	21	25	25	2409
1608	Too_much_detail	2015-02-12 06:36:45 UTC	Essay	1	0	0.00036213624983860883	3.647230536279452e-05	15	2	0	0	1421
1609	Too_soon	2010-05-11 05:17:38 UTC	Essay	1	0	0.00015801581738332008	0.00015454931222225258	85	31	9	9	74
1610	Tool_apprenticeship	2011-11-16 11:29:59 UTC	Proposal	3	0	8.900890979187016e-05	3.6638845569930564e-06	121	10	559	559	4295
1611	Transclude_text	2008-09-12 00:37:28 UTC	Essay	4	0	9.050905995690169e-05	2.3315628999046723e-06	18	3	11	11	1966
1612	Transclusion	2004-10-27 17:03:13 UTC	Other	4	0	0.003804480828530936	0.0020957419666000282	569	350	277	277	183
1613	Transclusion_costs_and_benefits	2005-04-15 02:19:35 UTC	Essay	4	0	0.00033033306633994063	3.847078784842709e-05	115	59	55	55	92
1614	Translations_of_Lithuanian_administrative_divisions	2005-04-24 13:22:50 UTC	Other	-1	0	8.160816897771467e-05	3.3308041427209605e-06	14	10	4	4	1608
1615	Transparent_deletion	2006-03-03 03:37:07 UTC	Essay	3	0	0.00010161017117813494	5.995447456897729e-06	10	6	2	2	447
1616	Trash_namespace	2006-08-13 22:13:16 UTC	Proposal	1	0	0.00012401241364260563	5.995447456897729e-06	21	10	76	76	52
1617	Trial_adminship	2007-02-02 17:03:26 UTC	Proposal	-1	0	8.740874961583654e-05	1.3323216570883843e-06	15	12	103	103	913
1618	Trifecta	2005-04-29 18:50:17 UTC	Basic	2	0	0.00026212623883650754	0.0003297496101293751	162	86	189	189	1081
1619	Troubleshooting	2002-10-05 03:24:11 UTC	Other	3	0	8.660866952781974e-05	0.000735108474298516	64	49	17	17	1038
1620	Truce	2004-02-03 06:42:41 UTC	Essay	2	0	0.00036703674037771183	0.0002501433911183441	56	39	8	8	1727
1621	Truth	2006-12-18 05:22:18 UTC	Essay	1	0	0.00013881389527091662	5.662367042625633e-05	50	26	3	3	33
1622	Truth,_not_verifiability	2011-08-26 19:40:36 UTC	Essay	1	0	0.00013841385522690822	8.660090771074498e-06	13	7	1	1	1118
1623	Truth_matters	2012-09-26 16:47:49 UTC	Essay	1	0	0.00012931294422571698	7.4943093211221614e-06	13	1	0	0	664
1624	Two-tier_system	2004-11-13 18:31:53 UTC	Essay	3	0	8.210821903272518e-05	6.661608285441921e-06	13	10	6	6	41632
1625	Typography	2010-12-23 14:50:25 UTC	Essay	-1	0	8.570857942880082e-05	1.7986342370693187e-05	135	9	1	1	1070
1626	Unblocks_are_cheap	2013-03-02 16:17:02 UTC	Essay	3	0	0.0001314131544567611	6.495068078305873e-06	14	8	15	15	787
1627	Unclear_principles_and_policies	2008-08-24 05:48:28 UTC	Essay	-1	0	8.190819901072098e-05	4.1635051784012005e-06	2	1	2	2	9
1628	Understanding_IAR	2008-03-06 04:58:54 UTC	Essay	2	0	0.0005426543196974017	3.930348888410734e-05	104	25	117	117	4034
1629	Underwear_rule	2009-03-17 20:42:48 UTC	Essay	2	0	0.00020412043245528877	7.993929942530306e-06	7	5	3	3	3267
1630	Unicode_usernames	2011-10-27 18:04:53 UTC	Other	3	0	9.660967062802987e-05	9.659332013890786e-06	32	6	2	2	2016
1631	Unified_login	2008-05-01 20:28:12 UTC	Other	3	0	0.0008034804283908819	0.0007412704619625497	152	110	30	30	34
1632	Unsolicited_redesigns	2012-08-08 22:18:49 UTC	Essay	3	0	0.00010061007106811392	2.9977237284488646e-05	112	27	37	37	1550
1633	Unusual_articles	2002-12-03 16:03:44 UTC	Humor	9	0	0.00018991901089299038	0.002995059085134688	5584	1654	713	713	337
1634	Unusual_place_names	2009-01-09 00:16:00 UTC	Humor	9	0	0.00011511152266341861	0.0011193167321613788	529	234	18	18	3381
1635	Unusual_requests	2004-03-11 19:50:46 UTC	Humor	3	0	0.0001220122134225636	6.545030140446687e-05	222	116	27	27	1800
1636	Unusual_ways_to_get_your_article_on_Wikipedia	2014-08-06 22:11:46 UTC	Essay	9	0	8.560856941779872e-05	2.4647950656135108e-05	43	13	0	0	8918
1637	Up_and_coming_next_big_thing	2008-07-10 17:17:30 UTC	Essay	1	0	9.340935027596263e-05	4.7797039448045785e-05	24	5	2	2	558
1638	Updating_information	2006-08-03 03:55:31 UTC	Guideline	4	0	0.00031783181496467796	0.000100590285110173	198	103	21	21	1867
1639	Uphill_battles	2007-07-30 13:09:13 UTC	Essay	2	0	9.260927018794581e-05	4.3633534269644585e-05	28	11	6	6	3936
1640	Uploading_images	2004-04-18 14:38:02 UTC	Other	5	0	0.00034783481826530837	0.0019258709553212595	697	477	626	626	2373
1641	Usage_of_diacritics	2008-06-18 06:47:01 UTC	Proposal	4	0	8.540854939579452e-05	9.825872221026834e-06	33	11	362	362	1564
1642	Use_a_custom_signature	2015-09-06 14:52:30 UTC	Essay	3	0	0.00015991600759236	0	5	1	0	0	2050
1643	Use_diacritics	2008-06-08 05:04:31 UTC	Proposal	4	0	0.00011721173289446274	1.1657814499523362e-06	14	7	246	246	385
1644	Use_historical_images	2008-10-18 20:34:37 UTC	Essay	-1	0	8.260826908773569e-05	5.329286628353537e-06	6	5	2	2	2441
1645	Use_modern_language	2007-07-09 21:23:56 UTC	Essay	4	0	0.0001975197717291501	2.7479134177447926e-05	250	29	97	97	7494
1646	Use_of_tertiary_sources	2015-05-27 16:15:36 UTC	Essay	1	0	0.001234823605842945	0.0002194999930053113	55	1	15	15	5616
1647	Use_of_trademarks	2012-02-16 23:13:56 UTC	Proposal	5	0	8.820882970385336e-05	7.161228906850065e-06	16	2	0	0	3452
1648	Use_plain_English	2006-09-15 15:38:53 UTC	Essay	4	0	0.00019671969164113327	7.544271383262975e-05	44	26	7	7	7430
1649	Use_rationale_examples	2007-06-07 04:16:52 UTC	Essay	5	0	0.00021002102310441274	0.00013056752239466165	41	31	9	9	6578
1650	Use_the_default_signature	2012-05-28 19:31:25 UTC	Essay	3	0	0.00017101711881359325	8.160470149666353e-06	11	6	0	0	713
1651	Useful_styles	2006-03-02 15:26:39 UTC	Essay	-1	0	9.310932024295632e-05	0.0006216945932388673	30	17	1	1	1981
1652	User_Advocacy	2013-07-03 22:55:39 UTC	Proposal	3	0	9.440945038598363e-05	4.496585592673297e-06	24	3	32	32	1359
1653	User_access_levels	2004-11-19 22:58:15 UTC	Other	3	0	0.0046134618075269335	0.004433799934583007	941	462	1034	1034	1196
1654	User_account_security	2007-05-07 15:21:36 UTC	Essay	3	0	0.0005863586945053199	0.00011557890375241733	233	116	258	258	1712
1655	User_categories	2008-03-30 20:55:55 UTC	Guideline	4	0	0.0005726573229980321	0.00014788770393681065	90	23	51	51	4205
1656	User_page_design_center	2006-11-23 22:47:01 UTC	Other	4	0	0.00025552557811036887	0.0007879017199606432	98	45	35	35	2109
1657	User_pages	2003-12-06 03:55:12 UTC	Guideline	3	0	0.005938994493348784	0.0033999183286824203	2376	1236	6292	6292	112
1658	User_rights_are_not_a_golden_ticket	2008-04-18 06:16:14 UTC	Essay	3	0	8.810881969285125e-05	3.830424764129105e-06	14	5	7	7	1554
1659	User_survey	2006-01-22 22:36:58 UTC	Other	5	0	0.0001837183902108601	1.8319422784965283e-05	28	14	0	0	1429
1660	Userboxes	2005-11-18 21:40:43 UTC	Guideline	4	0	0.001643664530819535	0.0014688846269399437	1243	493	1994	1994	7786
1661	Userfication	2006-02-12 12:06:47 UTC	Essay	4	0	0.0015140515565608117	0.0006481744861734989	220	105	230	230	31
1662	Userfying_userboxes	2006-02-06 01:47:38 UTC	Proposal	4	0	0.0001822182400458286	6.828148492577969e-06	58	21	183	183	1202
1663	Username_policy	2003-01-13 14:02:09 UTC	Policy	3	0	0.0021887190907809873	0.007287299843652053	1801	795	7689	7689	541
1664	Using_WebCite	2009-11-05 01:08:53 UTC	Essay	1	0	0.00043234327756208396	0.00020018132897752972	43	35	36	36	1857
1665	Using_Wikipedia_to_gain_legitimacy	2005-07-09 19:51:42 UTC	Essay	1	0	8.790879967084705e-05	1.0325492842434977e-05	13	11	5	5	147
1666	Using_deletion_as_cleanup	2014-06-16 13:55:04 UTC	Essay	1	0	9.780979076005508e-05	1.6654020713604802e-06	13	2	2	2	2322
1667	Using_maps_and_similar_sources_in_Wikipedia_articles	2011-06-05 07:30:04 UTC	Essay	1	0	0.0005171517668918659	0.00016354248340759916	47	10	24	24	3685
1668	Using_sheet_music_sources	2011-01-18 08:48:47 UTC	Proposal	4	0	8.660866952781974e-05	1.0325492842434977e-05	19	7	21	21	1674
1669	Using_sources	2007-09-22 16:59:32 UTC	Essay	1	0	8.550855940679662e-05	6.495068078305873e-06	12	3	2	2	6638
1670	Usual_caveats	2011-03-25 15:07:35 UTC	Essay	1	0	9.300931023195422e-05	1.4655538227972226e-05	14	4	0	0	2918
1671	Utility	2006-06-15 00:54:49 UTC	Essay	1	0	8.850885973685965e-05	9.159711392482641e-06	14	7	39	39	453
1672	UuU	2001-01-16 20:08:33 UTC	Other	5	0	0.00015391540693223391	0.0001730352752143539	299	162	68	68	52
1673	Vagueness	2008-09-24 03:32:44 UTC	Essay	5	0	0.00019451947139908704	0.0008605132502719602	186	143	5	5	4854
1674	Vandalism	2002-03-29 11:10:07 UTC	Policy	3	0	0.0074427450187763795	0.0045472138156426554	4250	2184	3754	3754	605
1675	Vandalism-only_account	2009-01-05 21:36:28 UTC	Essay	3	0	0.00010311032134316645	9.559407889609157e-05	143	80	84	84	539
1676	Vandalism_does_not_matter	2008-07-28 11:18:46 UTC	Essay	3	0	9.020902992389538e-05	1.015895263529893e-05	74	34	19	19	1860
1677	Vandalism_types	2009-04-30 01:17:30 UTC	Essay	3	0	8.230823905472938e-05	1.2490515535203602e-05	23	5	4	4	10299
1678	Vandals_versus_Trolls	2007-11-27 19:40:26 UTC	Essay	2	0	0.000283328361168953	2.9810697077352598e-05	155	81	24	24	1029
1679	Vanispamcruftisement	2005-12-29 17:46:18 UTC	Essay	1	0	0.00028542857139999715	5.3459406490671416e-05	89	51	27	27	698
1680	Vector	2009-08-07 13:40:58 UTC	Other	3	0	0.00018151816996881388	0.0003484021133286125	92	66	105	105	424
1681	Veganism_parable	2008-07-04 19:42:14 UTC	Essay	5	0	0.0002146214836105094	4.8463200276589976e-05	32	20	51	51	4112
1682	Verbatim_copying_under_the_GFDL	2003-11-19 23:21:26 UTC	Essay	5	0	0.00027632766039880594	6.128679622606568e-05	160	58	51	51	1982
1683	Verifiability	2003-08-02 14:54:15 UTC	Policy	1	0	0.017736075381145654	0.02412234976241374	6275	2059	39469	39469	290
1684	Verifiability,_not_truth	2007-07-12 12:55:03 UTC	Essay	1	0	0.0008656866552341889	0.00034290628649312287	162	79	63	63	37
1685	Verifiability_and_notability	2008-04-05 01:41:02 UTC	Essay	1	0	8.570857942880082e-05	0.0017473398532714159	8	6	2	2	1887
1686	Verifiable_but_not_false	2010-10-14 13:11:36 UTC	Essay	7	0	8.500850935178611e-05	3.1642639355849123e-06	11	8	1	1	3653
1687	Verification_methods	2008-04-15 09:57:58 UTC	Essay	1	0	0.0003374337771210898	0.00010791805422415912	93	21	30	30	13307
1688	Very_short_featured_articles	2008-09-29 15:40:55 UTC	Essay	5	0	8.510851936278822e-05	1.865250319923738e-05	23	5	10	10	799
1689	Vested_interest	2007-03-07 18:18:45 UTC	Essay	2	0	0.00023782380616299692	2.8311835213128165e-05	19	7	10	10	2786
1690	Viability_of_lists	2010-12-14 04:01:43 UTC	Essay	4	0	0.0002930293322361568	1.6654020713604802e-05	40	9	0	0	2351
1691	Victim_lists	2008-04-25 22:09:05 UTC	Essay	1	0	8.690869956082604e-05	2.7645674384583974e-05	13	9	44	44	5590
1692	Video_and_Interactive_Tutorials	2013-03-30 20:21:06 UTC	Other	3	0	8.830883971485545e-05	3.613922494852242e-05	42	5	64	64	1664
1693	Video_links	2010-06-08 07:20:36 UTC	Essay	1	0	0.0011828184001218523	0.00031192980796581796	139	26	25	25	3162
1694	Videos	2010-03-01 18:12:58 UTC	Essay	5	0	0.00017741775951772774	0.00015554855346506887	80	40	39	39	6647
1695	Viewing_and_restoring_deleted_pages	2003-09-18 11:08:24 UTC	Guideline	3	0	0.0007536754429118354	0.0003632241917637207	174	89	10	10	1398
1696	Viewing_deleted_content	2011-06-05 18:24:13 UTC	Essay	3	0	0.0005894590048463851	7.727465611112629e-05	32	11	3	3	2098
1697	Village_stocks	2008-02-03 23:30:19 UTC	Culture	2	0	0.000575457603306091	0.00010075682531730905	222	115	81	81	553
1698	Visualizing_redirects	2009-12-24 12:42:38 UTC	Other	-1	0	8.950895984688067e-05	1.0325492842434977e-05	7	4	0	0	2180
1699	Volunteer_Fire_Department	2001-11-29 02:02:48 UTC	Other	2	0	8.910891980287227e-05	1.0658573256707075e-05	239	147	35	35	3979
1700	Volunteer_Response_Team	2006-02-15 18:22:53 UTC	Policy	3	0	0.003011101411251266	0.0005315963411782653	423	149	867	867	32
1701	Voting_is_not_evil	2006-06-01 20:17:09 UTC	Essay	4	0	0.00026102612871548443	1.2323975328067554e-05	56	30	11	11	5980
1702	WEATHERMAN	2013-04-15 18:38:41 UTC	Essay	1	0	0.00016291630792242303	3.996964971265153e-06	4	1	0	0	251
1703	WTF?_OMG!_TMD_TLA._ARG!	2006-01-21 04:38:54 UTC	Essay	2	0	0.0005749575532510804	0.00010358800883862188	254	131	101	101	799
1704	Wall_of_text	2009-10-02 22:13:21 UTC	Essay	2	0	0.00021212123333545687	0.00012140781100217901	49	26	27	27	779
1705	Walled_garden	2004-10-12 22:53:45 UTC	Essay	1	0	0.00030783081386446783	0.00021400416616982172	74	61	13	13	511
1706	Waste_of_Time	2010-04-01 00:56:17 UTC	Humor	2	0	0.00010901091199229043	3.230880018439332e-05	33	22	1	1	613
1707	Watchlist_notices	2008-12-09 15:39:49 UTC	Essay	3	0	0.0003992399639203884	5.562442918344004e-05	20	11	17	17	722
1708	Watchlistitis	2008-02-12 01:50:46 UTC	Essay	3	0	0.0002646264891115601	9.992412428162881e-05	12	10	3	3	1592
1709	We_CAN'T_cover_them_all	2008-10-09 14:12:14 UTC	Essay	1	0	8.300830913174409e-05	1.182435470665941e-05	7	5	4	4	666
1710	We_aren't_Citizendium	2007-03-26 12:44:36 UTC	Essay	1	0	9.580959054001305e-05	1.1158193878115218e-05	193	68	74	74	4256
1711	We_need_more_bureaucrats	2007-05-16 22:00:46 UTC	Essay	3	0	8.660866952781974e-05	5.495826835489585e-06	19	10	5	5	1368
1712	Welcome_unregistered_editing	2004-12-15 16:56:24 UTC	Essay	3	0	0.00032213224543776835	0.0002396513580687731	240	169	52	52	1269
1713	Whacking_with_a_wet_trout	2006-09-30 23:41:51 UTC	Humor	6	0	0.0005059506456596305	0.0006891433771289668	248	155	85	85	86
1714	What_"Ignore_all_rules"_means	2007-05-04 05:30:08 UTC	Essay	2	0	0.0026454648110275838	0.0015210117117735267	773	409	522	522	2467
1715	What_"Ignore_all_rules"_really_means	2008-01-23 03:13:51 UTC	Essay	2	0	8.420842926376931e-05	6.828148492577969e-06	7	4	26	26	2847
1716	What_"no_consensus"_means	2007-11-01 18:26:20 UTC	Essay	7	0	0.00020492051254330558	2.9144536248808404e-05	31	20	27	27	2052
1717	What_SYNTH_is_not	2011-05-25 05:00:23 UTC	Essay	1	0	0.0005332533786632042	9.109749330341827e-05	64	31	49	49	11500
1718	What_Wikipedia_Should_Be	2007-09-18 12:58:46 UTC	Essay	-1	0	8.770877964884285e-05	3.6638845569930564e-06	23	10	14	14	567
1719	What_Wikipedia_is_not	2001-09-24 15:25:45 UTC	Policy	1	0	0.015038605364396976	0.008693565352708843	5606	2351	19354	19354	3227
1720	What_Wikipedia_is_not_(organizations)	2014-01-17 04:03:31 UTC	Essay	1	0	0.0002545254780003478	3.464036308429799e-05	294	6	38	38	4086
1721	What_Would_Britannica_Do	2006-08-25 19:29:25 UTC	Essay	1	0	8.490849934078401e-05	4.330045385537249e-06	6	4	2	2	319
1722	What_Would_Jimbo_Do?	2007-09-24 05:03:45 UTC	Humor	10	0	0.0002588259084734382	0.0	25	17	14	14	563
1723	What_administrators_do	2006-09-24 04:03:47 UTC	Essay	3	0	8.43084392747714e-05	1.0825113463843122e-05	61	21	56	56	5099
1724	What_adminship_is_not	2006-01-25 20:23:44 UTC	Essay	3	0	0.0004862486734922166	4.8463200276589976e-05	148	95	60	60	2242
1725	What_claims_of_relevance_are_false	2007-07-17 21:56:06 UTC	Essay	4	0	0.00011741175291646694	8.826630978210546e-06	15	7	3	3	3241
1726	What_does_'per'_mean?	2006-09-09 16:19:07 UTC	Essay	2	0	0.00013591360495185568	2.4981031070407203e-05	81	38	48	48	1250
1727	What_is_an_article?	2002-08-14 00:38:00 UTC	Other	4	0	0.0046865691255694696	9.759256138172414e-05	876	512	216	216	2741
1728	What_is_consensus?	2008-10-18 20:50:05 UTC	Essay	2	0	0.0002577257983524151	2.098406609914205e-05	47	22	30	30	6674
1729	What_is_one_event	2009-08-14 18:13:56 UTC	Essay	1	0	0.0002968297126542367	1.7986342370693187e-05	19	9	22	22	488
1730	What_isn't_grounds_for_article_deletion	2006-07-24 18:14:25 UTC	Essay	1	0	9.870988085907399e-05	1.6487480506468754e-05	12	8	7	7	1661
1731	What_notability_is_not	2007-12-06 10:04:41 UTC	Essay	1	0	9.890990088107819e-05	9.759256138172414e-05	28	19	5	5	1980
1732	What_should_I_do_when_an_editor_cannot_distinguish_between_a_controversial_subject_and_those_who_edit_it?	2010-05-15 12:55:41 UTC	Essay	2	0	9.350936028696472e-05	1.6654020713604804e-07	7	2	0	0	9250
1733	What_to_do_if_your_article_gets_tagged_for_speedy_deletion	2011-08-10 22:42:17 UTC	Essay	1	0	0.00017961797975977396	0.00030460203885183186	71	24	50	50	8219
1734	What_user_rights_are_not	2010-02-17 03:25:59 UTC	Essay	3	0	0.00011171118228934717	5.329286628353537e-06	21	7	3	3	66
1735	What_were_you_thinking?	2011-07-13 01:33:02 UTC	Essay	2	0	0.00010801081188226941	1.3323216570883843e-06	3	3	1	1	5760
1736	What_would_Jack_do?	2007-05-04 06:07:32 UTC	Essay	2	0	0.00013601361496285778	1.8319422784965282e-06	27	8	13	13	2417
1737	What_you_won't_learn_in_new_admin_school	2009-08-23 13:07:49 UTC	Essay	2	0	8.320832915374829e-05	1.348975677801989e-05	111	22	18	18	3994
1738	When_in_doubt,_hide_it_in_the_woodwork	2014-03-29 22:40:14 UTC	Essay	4	0	0.00014891490638212885	0.00010941691608838355	31	3	0	0	82
1739	When_to_cite	2007-03-04 21:16:55 UTC	Essay	1	0	0.0011446145759190494	0.002320571246233693	383	203	220	220	1608
1740	Which_talk_page?	2008-05-17 21:43:18 UTC	Essay	2	0	9.000900990189118e-05	3.330804142720961e-07	4	1	2	2	1277
1741	Who_is_a_low-profile_individual	2009-08-12 15:10:06 UTC	Essay	1	0	0.00040834087492157967	0.00012157435120931506	39	12	5	5	686
1742	Who_writes_Wikipedia?	2005-08-23 08:11:21 UTC	Basic	5	0	0.00031533156468962543	0.0038885472964195855	1335	870	150	150	3706
1743	WhyNot?_Doctrine	2008-11-08 23:35:49 UTC	Essay	3	0	8.220822904372727e-05	8.660090771074498e-06	4	3	2	2	409
1744	Why_Heavy_Bombers_Are_Not_Useful_Anymore	2007-03-03 05:28:40 UTC	Essay	-1	0	8.190819901072098e-05	9.659332013890786e-06	8	7	2	2	1414
1745	Why_I_Hate_Speedy_Deleters	2008-12-06 05:40:37 UTC	Essay	1	0	0.00011941195313650897	0.00011291426043824056	203	64	187	187	10107
1746	Why_Johnny_can't_wiki-read	2011-02-10 12:50:13 UTC	Essay	7	0	0.00011901191309250057	7.827389735394258e-06	8	6	0	0	3644
1747	Why_Santa_Is_Important	2007-12-14 03:31:56 UTC	Essay	1	0	8.840884972585756e-05	5.162746421217489e-06	11	2	4	4	3164
1748	Why_Wikipedia_cannot_claim_the_earth_is_not_flat	2009-01-13 21:22:27 UTC	Essay	1	0	0.00023162318548086664	4.479931571959692e-05	246	50	62	62	9
1749	Why_Wikipedia_is_not_so_great	2001-04-06 19:09:05 UTC	Essay	5	0	0.00029362939230216943	0.0006948057441715923	1179	646	176	176	2
1750	Why_Wikipedia_is_reliable	2014-06-04 18:43:34 UTC	Essay	1	0	0.00022282230451268171	4.1635051784012005e-06	21	6	0	0	1167
1751	Why_Wikipedia_is_so_great	2001-10-30 12:55:56 UTC	Essay	5	0	0.00021692171386355775	0.0006821486884292528	515	351	74	74	4831
1752	Why_can't_I_advertise_my_company_or_product_on_Wikipedia?	2007-10-24 10:46:21 UTC	Essay	1	0	8.540854939579452e-05	3.330804142720961e-07	14	10	4	4	2927
1753	Why_create_an_account?	2003-12-18 22:58:41 UTC	Other	3	0	0.0014377439181662084	0.00015971205864347005	1175	717	1354	1354	1267
1754	Why_dates_should_not_be_linked	2008-10-26 20:03:31 UTC	Essay	4	0	8.520852937379032e-05	7.161228906850065e-06	91	12	20	20	496
1755	Why_do_we_have_outlines_in_addition_to...?	2009-05-29 22:06:21 UTC	Essay	4	0	0.00010461047150819797	8.327010356802401e-07	21	7	30	30	9085
